County,County Name,Election District - Precinct,Congressional,Legislative,Office Name,Office District,Candidate Name,Party,Winner,Write-In?,Early Votes,Early Votes Against,Election Night Votes,Election Night Votes Against,Mail-In Ballot 1 Votes,Mail-In Ballot 1 Votes Against,Provisional Votes,Provisional Votes Against,Mail-In Ballot 2 Votes,Mail-In Ballot 2 Votes Against 
3,Baltimore City,001-004,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,27,,115,,41,,14,,9, 
3,Baltimore City,001-004,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,3,,4,,0,,0,,1, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,30,,155,,24,,10,,9, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,156,,664,,220,,63,,145, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,2,,29,,4,,3,,2, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,1,,4,,1,,0,,1, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,2,,6,,0,,0,,0, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,001-005,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,1,,1,,0,,0, 
3,Baltimore City,001-005,7,46,Comptroller,,Barry Glassman,REP,,,36,,246,,40,,21,,22, 
3,Baltimore City,001-005,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,155,,605,,212,,55,,135, 
3,Baltimore City,001-005,7,46,Comptroller,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,001-005,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,32,,208,,31,,16,,14, 
3,Baltimore City,001-005,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,156,,628,,217,,59,,143, 
3,Baltimore City,001-005,7,46,Attorney General,,Other Write-Ins,,,Y,1,,3,,0,,0,,0, 
3,Baltimore City,001-005,7,46,U.S. Senator,,Chris Chaffee,REP,,,31,,197,,26,,12,,12, 
3,Baltimore City,001-005,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,161,,644,,224,,63,,145, 
3,Baltimore City,001-005,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,001-005,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,001-005,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,3,,0,,0,,0, 
3,Baltimore City,001-005,7,46,U.S. Congress,7,Scott M. Collier,REP,,,35,,218,,30,,16,,16, 
3,Baltimore City,001-005,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,155,,620,,215,,59,,138, 
3,Baltimore City,001-005,7,46,U.S. Congress,7,Other Write-Ins,,,Y,1,,2,,0,,0,,1, 
3,Baltimore City,001-005,7,46,State Senator,46,Emmanuel Digman,REP,,,31,,200,,24,,14,,11, 
3,Baltimore City,001-005,7,46,State Senator,46,Bill Ferguson,DEM,Y,,157,,634,,219,,60,,144, 
3,Baltimore City,001-005,7,46,State Senator,46,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,001-005,7,46,House of Delegates,46,Pete Waters,REP,,,36,,245,,36,,20,,15, 
3,Baltimore City,001-005,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,145,,569,,203,,54,,120, 
3,Baltimore City,001-005,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,150,,577,,204,,57,,131, 
3,Baltimore City,001-005,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,148,,564,,191,,48,,121, 
3,Baltimore City,001-005,7,46,House of Delegates,46,Other Write-Ins,,,Y,1,,11,,1,,0,,0, 
3,Baltimore City,001-005,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,97,,421,,157,,36,,85, 
3,Baltimore City,001-005,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,95,,423,,150,,37,,81, 
3,Baltimore City,001-005,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,100,,468,,167,,46,,88, 
3,Baltimore City,001-005,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,96,,439,,153,,41,,79, 
3,Baltimore City,001-005,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,5,,7,,0,,1,,10, 
3,Baltimore City,001-005,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,114,21,493,149,170,15,44,12,85,16
3,Baltimore City,001-005,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,105,25,488,147,149,32,40,14,69,30
3,Baltimore City,001-005,7,46,State's Attorney,,Ivan Bates,DEM,Y,,173,,729,,229,,69,,139, 
3,Baltimore City,001-005,7,46,State's Attorney,,Other Write-Ins,,,Y,3,,19,,1,,2,,2, 
3,Baltimore City,001-005,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,137,,639,,190,,64,,114, 
3,Baltimore City,001-005,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,2,,25,,1,,1,,4, 
3,Baltimore City,001-005,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,139,,654,,196,,64,,116, 
3,Baltimore City,001-005,7,46,Register of Wills,,Other Write-Ins,,,Y,1,,17,,0,,1,,2, 
3,Baltimore City,001-005,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,117,,547,,181,,48,,109, 
3,Baltimore City,001-005,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,108,,521,,180,,46,,110, 
3,Baltimore City,001-005,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,119,,562,,185,,50,,117, 
3,Baltimore City,001-005,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,3,,7,,0,,1,,3, 
3,Baltimore City,001-005,7,46,Sheriff,,Sam Cogen,DEM,Y,,151,,657,,211,,64,,128, 
3,Baltimore City,001-005,7,46,Sheriff,,Other Write-Ins,,,Y,1,,10,,0,,1,,1, 
3,Baltimore City,001-005,7,46,Board of Ed at Large,,April Christina Curley,NON,,,40,,230,,84,,19,,39, 
3,Baltimore City,001-005,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,79,,381,,119,,34,,64, 
3,Baltimore City,001-005,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,52,,283,,100,,21,,48, 
3,Baltimore City,001-005,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,40,,175,,39,,12,,26, 
3,Baltimore City,001-005,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,1,,7,,0,,1,,0, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,2,,23,,6,,3,,5, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,54,,215,,74,,66,,60, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,3,,1,,1,,0, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,2,,2,,0,,1, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,1,,0,,1,,0, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,Comptroller,,Barry Glassman,REP,,,5,,31,,7,,5,,6, 
3,Baltimore City,002-001,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,51,,210,,75,,66,,61, 
3,Baltimore City,002-001,7,46,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,2,,31,,4,,4,,6, 
3,Baltimore City,002-001,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,54,,210,,78,,67,,61, 
3,Baltimore City,002-001,7,46,Attorney General,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,U.S. Senator,,Chris Chaffee,REP,,,2,,26,,5,,6,,6, 
3,Baltimore City,002-001,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,54,,213,,79,,66,,61, 
3,Baltimore City,002-001,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,U.S. Congress,7,Scott M. Collier,REP,,,1,,30,,6,,4,,4, 
3,Baltimore City,002-001,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,54,,212,,77,,67,,63, 
3,Baltimore City,002-001,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-001,7,46,State Senator,46,Emmanuel Digman,REP,,,3,,26,,4,,5,,5, 
3,Baltimore City,002-001,7,46,State Senator,46,Bill Ferguson,DEM,Y,,53,,213,,77,,63,,63, 
3,Baltimore City,002-001,7,46,State Senator,46,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,002-001,7,46,House of Delegates,46,Pete Waters,REP,,,4,,32,,5,,8,,5, 
3,Baltimore City,002-001,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,44,,182,,75,,52,,61, 
3,Baltimore City,002-001,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,44,,188,,74,,55,,62, 
3,Baltimore City,002-001,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,47,,188,,74,,59,,60, 
3,Baltimore City,002-001,7,46,House of Delegates,46,Other Write-Ins,,,Y,1,,2,,0,,1,,0, 
3,Baltimore City,002-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,30,,117,,45,,22,,36, 
3,Baltimore City,002-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,30,,117,,45,,25,,35, 
3,Baltimore City,002-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,33,,139,,49,,34,,40, 
3,Baltimore City,002-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,34,,123,,45,,24,,37, 
3,Baltimore City,002-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-001,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,36,7,126,37,51,8,33,11,44,8
3,Baltimore City,002-001,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,32,10,114,48,41,15,34,9,40,11
3,Baltimore City,002-001,7,46,State's Attorney,,Ivan Bates,DEM,Y,,54,,225,,74,,63,,65, 
3,Baltimore City,002-001,7,46,State's Attorney,,Other Write-Ins,,,Y,0,,1,,0,,0,,1, 
3,Baltimore City,002-001,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,38,,189,,62,,60,,60, 
3,Baltimore City,002-001,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,2,,2,,1,,3, 
3,Baltimore City,002-001,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,40,,187,,65,,58,,59, 
3,Baltimore City,002-001,7,46,Register of Wills,,Other Write-Ins,,,Y,1,,3,,0,,1,,1, 
3,Baltimore City,002-001,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,34,,152,,57,,47,,50, 
3,Baltimore City,002-001,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,38,,155,,56,,46,,53, 
3,Baltimore City,002-001,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,38,,162,,58,,50,,56, 
3,Baltimore City,002-001,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,2,,0,,3,,0, 
3,Baltimore City,002-001,7,46,Sheriff,,Sam Cogen,DEM,Y,,46,,196,,66,,57,,62, 
3,Baltimore City,002-001,7,46,Sheriff,,Other Write-Ins,,,Y,0,,1,,0,,0,,1, 
3,Baltimore City,002-001,7,46,Board of Ed at Large,,April Christina Curley,NON,,,14,,56,,23,,12,,19, 
3,Baltimore City,002-001,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,26,,107,,39,,24,,34, 
3,Baltimore City,002-001,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,20,,82,,33,,22,,30, 
3,Baltimore City,002-001,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,16,,59,,19,,23,,15, 
3,Baltimore City,002-001,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,6,,49,,5,,1,,2, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,67,,384,,98,,49,,103, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,6,,2,,0,,2, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,2,,3,,1,,0,,1, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,3,,3,,3,,1,,0, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-002,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,5,,0,,0,,0, 
3,Baltimore City,002-002,7,46,Comptroller,,Barry Glassman,REP,,,8,,79,,10,,4,,4, 
3,Baltimore City,002-002,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,69,,371,,94,,47,,105, 
3,Baltimore City,002-002,7,46,Comptroller,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-002,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,7,,68,,5,,1,,3, 
3,Baltimore City,002-002,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,71,,377,,98,,51,,103, 
3,Baltimore City,002-002,7,46,Attorney General,,Other Write-Ins,,,Y,0,,3,,1,,0,,0, 
3,Baltimore City,002-002,7,46,U.S. Senator,,Chris Chaffee,REP,,,6,,63,,5,,1,,2, 
3,Baltimore City,002-002,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,72,,387,,103,,50,,105, 
3,Baltimore City,002-002,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,1,,0,,0, 
3,Baltimore City,002-002,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-002,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,3,,0,,0,,0, 
3,Baltimore City,002-002,7,46,U.S. Congress,7,Scott M. Collier,REP,,,9,,66,,10,,1,,2, 
3,Baltimore City,002-002,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,67,,382,,93,,48,,106, 
3,Baltimore City,002-002,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-002,7,46,State Senator,46,Emmanuel Digman,REP,,,7,,59,,6,,2,,3, 
3,Baltimore City,002-002,7,46,State Senator,46,Bill Ferguson,DEM,Y,,68,,381,,97,,48,,105, 
3,Baltimore City,002-002,7,46,State Senator,46,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-002,7,46,House of Delegates,46,Pete Waters,REP,,,10,,86,,8,,4,,4, 
3,Baltimore City,002-002,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,64,,325,,89,,39,,94, 
3,Baltimore City,002-002,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,65,,330,,91,,43,,94, 
3,Baltimore City,002-002,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,66,,336,,89,,43,,98, 
3,Baltimore City,002-002,7,46,House of Delegates,46,Other Write-Ins,,,Y,1,,14,,0,,0,,0, 
3,Baltimore City,002-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,27,,181,,55,,29,,55, 
3,Baltimore City,002-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,24,,196,,56,,28,,54, 
3,Baltimore City,002-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,30,,227,,65,,34,,68, 
3,Baltimore City,002-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,28,,187,,59,,28,,61, 
3,Baltimore City,002-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,7,,22,,0,,0,,2, 
3,Baltimore City,002-002,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,34,10,216,72,53,12,27,2,63,8
3,Baltimore City,002-002,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,31,13,209,74,42,20,27,2,55,14
3,Baltimore City,002-002,7,46,State's Attorney,,Ivan Bates,DEM,Y,,70,,394,,97,,48,,97, 
3,Baltimore City,002-002,7,46,State's Attorney,,Other Write-Ins,,,Y,0,,12,,0,,0,,1, 
3,Baltimore City,002-002,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,51,,327,,70,,43,,81, 
3,Baltimore City,002-002,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,2,,13,,2,,1,,3, 
3,Baltimore City,002-002,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,50,,325,,72,,43,,79, 
3,Baltimore City,002-002,7,46,Register of Wills,,Other Write-Ins,,,Y,3,,10,,0,,0,,3, 
3,Baltimore City,002-002,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,46,,272,,64,,36,,79, 
3,Baltimore City,002-002,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,48,,266,,62,,35,,80, 
3,Baltimore City,002-002,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,46,,286,,68,,37,,79, 
3,Baltimore City,002-002,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,16,,0,,0,,3, 
3,Baltimore City,002-002,7,46,Sheriff,,Sam Cogen,DEM,Y,,65,,342,,84,,38,,91, 
3,Baltimore City,002-002,7,46,Sheriff,,Other Write-Ins,,,Y,1,,10,,1,,0,,1, 
3,Baltimore City,002-002,7,46,Board of Ed at Large,,April Christina Curley,NON,,,21,,91,,27,,4,,34, 
3,Baltimore City,002-002,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,41,,178,,52,,22,,46, 
3,Baltimore City,002-002,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,28,,144,,37,,19,,53, 
3,Baltimore City,002-002,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,20,,99,,17,,15,,20, 
3,Baltimore City,002-002,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,0,,9,,0,,0,,2, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,15,,85,,15,,5,,5, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,80,,478,,180,,78,,139, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,8,,3,,0,,1, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,2,,9,,3,,0,,0, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,6,,2,,2,,1, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-003,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,2,,2,,1,,0,,1, 
3,Baltimore City,002-003,7,46,Comptroller,,Barry Glassman,REP,,,18,,121,,16,,11,,14, 
3,Baltimore City,002-003,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,81,,464,,186,,74,,132, 
3,Baltimore City,002-003,7,46,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-003,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,19,,105,,22,,8,,10, 
3,Baltimore City,002-003,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,78,,473,,180,,77,,136, 
3,Baltimore City,002-003,7,46,Attorney General,,Other Write-Ins,,,Y,1,,1,,0,,0,,1, 
3,Baltimore City,002-003,7,46,U.S. Senator,,Chris Chaffee,REP,,,15,,101,,20,,7,,7, 
3,Baltimore City,002-003,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,83,,485,,180,,78,,139, 
3,Baltimore City,002-003,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-003,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-003,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,002-003,7,46,U.S. Congress,7,Scott M. Collier,REP,,,18,,112,,24,,9,,9, 
3,Baltimore City,002-003,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,80,,470,,173,,77,,136, 
3,Baltimore City,002-003,7,46,U.S. Congress,7,Other Write-Ins,,,Y,1,,1,,0,,0,,0, 
3,Baltimore City,002-003,7,46,State Senator,46,Emmanuel Digman,REP,,,16,,102,,18,,7,,8, 
3,Baltimore City,002-003,7,46,State Senator,46,Bill Ferguson,DEM,Y,,83,,474,,179,,74,,136, 
3,Baltimore City,002-003,7,46,State Senator,46,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,002-003,7,46,House of Delegates,46,Pete Waters,REP,,,21,,114,,23,,9,,10, 
3,Baltimore City,002-003,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,72,,416,,163,,56,,117, 
3,Baltimore City,002-003,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,82,,427,,166,,59,,118, 
3,Baltimore City,002-003,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,70,,419,,167,,61,,118, 
3,Baltimore City,002-003,7,46,House of Delegates,46,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,002-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,50,,272,,107,,32,,72, 
3,Baltimore City,002-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,50,,260,,105,,31,,73, 
3,Baltimore City,002-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,50,,321,,106,,48,,75, 
3,Baltimore City,002-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,50,,269,,106,,38,,71, 
3,Baltimore City,002-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,0,,4,,1,,0,,0, 
3,Baltimore City,002-003,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,62,10,358,72,114,21,48,5,79,8
3,Baltimore City,002-003,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,59,10,343,74,102,29,43,8,75,9
3,Baltimore City,002-003,7,46,State's Attorney,,Ivan Bates,DEM,Y,,84,,511,,198,,78,,131, 
3,Baltimore City,002-003,7,46,State's Attorney,,Other Write-Ins,,,Y,2,,6,,1,,0,,2, 
3,Baltimore City,002-003,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,68,,454,,148,,72,,108, 
3,Baltimore City,002-003,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,11,,7,,1,,1, 
3,Baltimore City,002-003,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,70,,453,,157,,72,,106, 
3,Baltimore City,002-003,7,46,Register of Wills,,Other Write-Ins,,,Y,1,,9,,0,,1,,2, 
3,Baltimore City,002-003,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,62,,384,,143,,51,,98, 
3,Baltimore City,002-003,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,56,,353,,137,,49,,96, 
3,Baltimore City,002-003,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,64,,385,,145,,55,,100, 
3,Baltimore City,002-003,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,3,,0,,0,,0, 
3,Baltimore City,002-003,7,46,Sheriff,,Sam Cogen,DEM,Y,,75,,458,,164,,69,,118, 
3,Baltimore City,002-003,7,46,Sheriff,,Other Write-Ins,,,Y,0,,6,,0,,0,,1, 
3,Baltimore City,002-003,7,46,Board of Ed at Large,,April Christina Curley,NON,,,27,,159,,61,,17,,34, 
3,Baltimore City,002-003,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,48,,226,,91,,21,,54, 
3,Baltimore City,002-003,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,25,,165,,65,,28,,44, 
3,Baltimore City,002-003,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,20,,129,,25,,24,,26, 
3,Baltimore City,002-003,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,2,,4,,0,,0,,0, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,1,,3,,0,,2,,0, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,26,,90,,28,,17,,16, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,0,,0,,0,,0, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,2,,0,,1,,1, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,1,,4,,0,,1,,0, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,003-001,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,003-001,7,46,Comptroller,,Barry Glassman,REP,,,2,,5,,1,,4,,1, 
3,Baltimore City,003-001,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,26,,98,,27,,19,,16, 
